                                                   
{'loss': 1.0292, 'grad_norm': 5.595276355743408, 'learning_rate': 2.1276595744680852e-05, 'epoch': 0.32}
{'loss': 0.8425, 'grad_norm': 7.514376640319824, 'learning_rate': 4.2553191489361704e-05, 'epoch': 0.65}
{'loss': 0.9588, 'grad_norm': 218.9208526611328, 'learning_rate': 6.382978723404256e-05, 'epoch': 0.97}
{'loss': 3.2624, 'grad_norm': 1819.49267578125, 'learning_rate': 8.510638297872341e-05, 'epoch': 1.29}
{'loss': 5.2981, 'grad_norm': 620.6162719726562, 'learning_rate': 9.998729100230497e-05, 'epoch': 1.61}
{'loss': 4.6219, 'grad_norm': 292.62335205078125, 'learning_rate': 9.976153295151123e-05, 'epoch': 1.94}
{'loss': 1.5022, 'grad_norm': 519.7218017578125, 'learning_rate': 9.925482007867484e-05, 'epoch': 2.26}
{'loss': 1.5635, 'grad_norm': 1664.960205078125, 'learning_rate': 9.847001329696653e-05, 'epoch': 2.58}
{'loss': 1.0898, 'grad_norm': 69.56855773925781, 'learning_rate': 9.741154364451178e-05, 'epoch': 2.9}
{'loss': 0.8721, 'grad_norm': 56.76504135131836, 'learning_rate': 9.608538726664224e-05, 'epoch': 3.23}
{'loss': 0.7232, 'grad_norm': 28.59609603881836, 'learning_rate': 9.449903167443414e-05, 'epoch': 3.55}
                                             
{'eval_loss': 0.8296420574188232, 'eval_runtime': 1.8836, 'eval_samples_per_second': 116.798, 'eval_steps_per_second': 3.716, 'epoch': 3.77}
{'loss': 0.8099, 'grad_norm': 22.201112747192383, 'learning_rate': 9.26614334700392e-05, 'epoch': 3.87}
{'loss': 0.6509, 'grad_norm': 11.504995346069336, 'learning_rate': 9.058296777749154e-05, 'epoch': 4.19}
{'loss': 0.7092, 'grad_norm': 10.15750789642334, 'learning_rate': 8.827536966450584e-05, 'epoch': 4.52}
{'loss': 0.7868, 'grad_norm': 8.701746940612793, 'learning_rate': 8.57516678860003e-05, 'epoch': 4.84}
{'loss': 0.7526, 'grad_norm': 10.12917423248291, 'learning_rate': 8.302611132343043e-05, 'epoch': 5.16}
{'loss': 0.7264, 'grad_norm': 8.495620727539062, 'learning_rate': 8.011408853525862e-05, 'epoch': 5.48}
{'loss': 0.6316, 'grad_norm': 5.277090549468994, 'learning_rate': 7.703204087277988e-05, 'epoch': 5.81}
{'loss': 0.5668, 'grad_norm': 8.989910125732422, 'learning_rate': 7.379736965185368e-05, 'epoch': 6.13}
{'loss': 0.5638, 'grad_norm': 8.723771095275879, 'learning_rate': 7.04283379046524e-05, 'epoch': 6.45}
{'loss': 0.4815, 'grad_norm': 5.124306678771973, 'learning_rate': 6.694396726613883e-05, 'epoch': 6.77}
{'loss': 0.4249, 'grad_norm': 4.733728885650635, 'learning_rate': 6.336393057745365e-05, 'epoch': 7.1}
{'loss': 0.4562, 'grad_norm': 4.7168049812316895, 'learning_rate': 5.9708440812577336e-05, 'epoch': 7.42}
