                                                   
{'loss': 1.0247, 'grad_norm': 3.5390913486480713, 'learning_rate': 2.1276595744680852e-05, 'epoch': 0.32}
{'loss': 1.0134, 'grad_norm': 3.753329038619995, 'learning_rate': 4.2553191489361704e-05, 'epoch': 0.65}
{'loss': 0.9404, 'grad_norm': 4.830925941467285, 'learning_rate': 6.382978723404256e-05, 'epoch': 0.97}
{'loss': 0.9415, 'grad_norm': 5.960405349731445, 'learning_rate': 8.510638297872341e-05, 'epoch': 1.29}
{'loss': 1.7281, 'grad_norm': 16.834487915039062, 'learning_rate': 9.998729100230497e-05, 'epoch': 1.61}
{'loss': 1.0896, 'grad_norm': 11.790862083435059, 'learning_rate': 9.976153295151123e-05, 'epoch': 1.94}
{'loss': 0.8473, 'grad_norm': 8.131914138793945, 'learning_rate': 9.925482007867484e-05, 'epoch': 2.26}
{'loss': 0.9516, 'grad_norm': 17.750822067260742, 'learning_rate': 9.847001329696653e-05, 'epoch': 2.58}
{'loss': 0.7892, 'grad_norm': 5.4883503913879395, 'learning_rate': 9.741154364451178e-05, 'epoch': 2.9}
{'loss': 0.7581, 'grad_norm': 6.655982971191406, 'learning_rate': 9.608538726664224e-05, 'epoch': 3.23}
{'loss': 0.7447, 'grad_norm': 15.78465461730957, 'learning_rate': 9.449903167443414e-05, 'epoch': 3.55}
                                             
{'eval_loss': 0.8322704434394836, 'eval_runtime': 2.5594, 'eval_samples_per_second': 85.959, 'eval_steps_per_second': 2.735, 'epoch': 3.77}
{'loss': 0.7528, 'grad_norm': 4.276463031768799, 'learning_rate': 9.26614334700392e-05, 'epoch': 3.87}
{'loss': 0.75, 'grad_norm': 4.927471160888672, 'learning_rate': 9.058296777749154e-05, 'epoch': 4.19}
{'loss': 0.7363, 'grad_norm': 4.936489105224609, 'learning_rate': 8.827536966450584e-05, 'epoch': 4.52}
{'loss': 0.6017, 'grad_norm': 4.066527366638184, 'learning_rate': 8.57516678860003e-05, 'epoch': 4.84}
{'loss': 0.535, 'grad_norm': 3.2841498851776123, 'learning_rate': 8.302611132343043e-05, 'epoch': 5.16}
